label,sentence
freundlich,"Hey, mein lieber Villager! Hast du neue Angebote für mich?"
freundlich,"Hallo, mein treuer Begleiter. Was gibt es Neues in deinem Handelsangebot?"
freundlich,"Guten Morgen, lieber Villager! Ich hoffe, du hast eine gute Nacht gehabt."
freundlich,"Hallo, mein lieber Freund! Deine Gesellschaft ist mir immer willkommen."
freundlich,"Guten Tag! Deine Trades sind immer so großzügig, vielen Dank!"
freundlich,"Hallo, lieber Villager! Deine Güte und Großzügigkeit sind unübertroffen."
freundlich,"Hey, mein Freund! Ich bin immer wieder begeistert von deinen tollen Angeboten."
freundlich,"Guten Morgen, lieber Villager! Danke, dass du immer so freundlich bist."
freundlich,"Hallo, mein lieber Begleiter! Deine Trades machen mich immer glücklich."
freundlich,"Guten Tag, mein Freund! Deine Handelsangebote sind einfach unschlagbar."
freundlich,"Hallo, mein lieber Villager! Welche Schätze hältst du heute für mich bereit?"
freundlich,"Hey, mein treuer Freund! Bist du bereit für einen weiteren Handel?"
freundlich,"Hallo, mein lieber Begleiter! Deine Trades sind einfach fantastisch."
freundlich,"Guten Morgen, lieber Villager! Deine Freundlichkeit ist ansteckend."
freundlich,"Hallo, mein Freund! Ich schätze deine großzügige Art sehr."
freundlich,"Guten Tag, mein lieber Villager! Lass uns einen tollen Handel abschließen."
freundlich,"Hallo, mein treuer Begleiter! Du machst meinen Tag immer besser."
freundlich,"Hey, mein lieber Villager! Deine Trades sind wie immer top, vielen Dank!"
freundlich,"Hallo, mein lieber Freund! Ich freue mich schon auf unsere nächsten Handelsgespräche."
freundlich,"Guten Morgen, lieber Villager! Deine Fröhlichkeit ist ansteckend."
freundlich,"Hallo, mein treuer Freund! Deine Gesellschaft ist mir immer eine Freude."
neutral,Was hältst du von der Dorfgemeinschaft?
neutral,Bist du glücklich hier zu leben?
neutral,Hast du schon einmal einen Eindringling im Dorf gehabt?
neutral,Hast du schon einmal einen anderen NPC in einem benachbarten Dorf besucht?
neutral,Wie ist das Verhältnis zu den Bewohnern der umliegenden Dörfer?
neutral,Hast du schon einmal einen Schatz hier im Dorf gefunden?
neutral,Hast du schon einmal die Gegend außerhalb des Dorfes erkundet?
neutral,Was denkst du über die aktuellen Handelsrouten?
neutral,Hast du schon einmal von einem Überfall auf das Dorf gehört?
neutral,Wie ist das Verhältnis zwischen den verschiedenen Berufsgruppen hier im Dorf?
neutral,Hast du schon einmal eine Reise außerhalb des Dorfes unternommen?
neutral,Was denkst du über die Sicherheit des Dorfes?
neutral,Hast du schon einmal eine größere Veränderung im Dorf miterlebt?
neutral,Was denkst du über die aktuellen Wetterbedingungen?
neutral,Hast du schon einmal von einem Legendenwesen in der Umgebung gehört?
unfreundlich,"Hey, du dämlicher Villager, zeig mir deine besten Waren!"
unfreundlich,"Mach schon, du faules Stück Dung, ich habe keine Zeit zu verlieren!"
unfreundlich,"Du nutzloser NPC, deine Preise sind eine Frechheit!"
unfreundlich,"Los, du unfähiges Stück Pixel, beeil dich mit dem Handel!"
unfreundlich,"Was bist du denn für eine lahme Kreatur, zeig mir deine Sachen!"
unfreundlich,"Hey, du elender Krüppel, mach endlich die verdammten Trades!"
unfreundlich,"Du hässlicher Villager, deine Angebote sind ein Witz!"
unfreundlich,"Komm schon, du blöder Klotz, zeig mir was du zu bieten hast!"
unfreundlich,"Du armseliger Kreatur, deine Handelswaren sind Schrott!"
unfreundlich,"Hey, du minderbemittelter NPC, beeil dich gefälligst mit dem Handel!"
unfreundlich,"Du fauler Sack, deine Preise sind lächerlich hoch!"
unfreundlich,"Mach schon, du nutzloses Wesen, ich will gute Angebote sehen!"
unfreundlich,"Was bist du für eine Verschwendung von Code, zeig mir deine Sachen!"
unfreundlich,"Hey, du verkrüppelter Villager, deine Waren sind Schrott!"
unfreundlich,"Du unfähiger Pixelhaufen, beeil dich mit dem Handel!"
unfreundlich,"Komm schon, du erbärmlicher NPC, ich habe bessere Angebote verdient!"
unfreundlich,"Du minderwertiges Stück Programmierung, deine Trades sind Müll!"
unfreundlich,"Hey, du nutzloser Pixelhaufen, ich erwarte bessere Waren!"
unfreundlich,"Mach schon, du grottenschlechter Villager, deine Preise sind eine Frechheit!"
unfreundlich,"Was bist du für ein erbärmlicher Kreatur, zeig mir deine Sachen!"
unfreundlich,"Hey, du lächerlicher NPC, beeil dich gefälligst mit dem Handel!"
unfreundlich,"Du erbärmlicher Code-Fehler, deine Angebote sind ein Witz!"
unfreundlich,"Komm schon, du pixeliger Versager, ich will vernünftige Trades sehen!"
unfreundlich,"Du nutzloser Villager, deine Handelswaren sind Schrott!"
unfreundlich,"Hey, du dummes Stück Pixel, zeig mir endlich was Gescheites!"
freundlich,Guten Tag! Kannst du mir etwas über deine Dorfbewohner erzählen?
freundlich,Hallo! Hast du vielleicht ein paar besondere Angebote für mich?
freundlich,"Schönen Tag! Ich freue mich darauf, mit dir zu handeln."
freundlich,"Hallo, mein freundlicher Villager! Wie war deine Nacht?"
freundlich,Guten Morgen! Bist du bereit für einen neuen Tag voller Handel?
freundlich,Hallo! Deine Handelswaren sehen wirklich interessant aus.
freundlich,"Guten Tag, lieber Villager! Danke, dass du immer so geduldig bist."
freundlich,Hallo! Deine Dorfgemeinschaft scheint wirklich harmonisch zu sein.
freundlich,Guten Tag! Ich schätze deine Gastfreundschaft hier im Dorf.
freundlich,"Hallo, mein freundlicher Händler! Welche Schätze hast du heute für mich?"
freundlich,"Guten Morgen! Es ist immer schön, dich hier im Dorf zu sehen."
freundlich,"Hallo! Kannst du mir verraten, wo ich hier die besten Ressourcen finde?"
freundlich,Schönen Tag! Deine Handelswaren sind wirklich von hoher Qualität.
freundlich,"Hallo, lieber Villager! Ich hoffe, du hattest eine angenehme Nacht."
freundlich,"Guten Tag! Ich bin gespannt darauf, mehr über dein Dorf zu erfahren."
freundlich,Hallo! Deine Großzügigkeit bei den Handelsgeschäften ist bewundernswert.
freundlich,"Guten Morgen! Ich freue mich darauf, gemeinsam mit dir zu handeln."
freundlich,"Hallo, mein lieber Händler! Deine Waren sind immer von bester Qualität."
freundlich,"Guten Tag! Danke, dass du immer so freundlich zu mir bist."
freundlich,Hallo! Dein Dorf hat wirklich eine entspannte Atmosphäre.
freundlich,Schönen Tag! Ich schätze die Vielfalt deiner Handelswaren sehr.
freundlich,"Hallo, lieber Villager! Wie kann ich heute deine Dorfgemeinschaft unterstützen?"
freundlich,"Guten Tag! Es ist eine Freude, mit dir über Handelsgeschäfte zu sprechen."
freundlich,Hallo! Dein Dorf hat wirklich einen besonderen Platz in meinem Herzen.
neutral,Hast du etwas Interessantes zu erzählen?
neutral,Bist du oft hier?
neutral,Magst du deinen Beruf?
neutral,Wann hast du das letzte Mal Urlaub gemacht?
neutral,Welche Fähigkeiten hast du?
neutral,Hast du einen Lieblingsplatz in der Stadt?
neutral,Gibt es hier gute Einkaufsmöglichkeiten?
neutral,Was hältst du von den aktuellen Ereignissen?
neutral,Kennst du dich gut in der Umgebung aus?
neutral,Welche Hobbys hast du?
neutral,Wie findest du die Architektur hier?
neutral,Was ist dein Lieblingsbuch?
unfreundlich,"Hey, du dreckiger Bastard, zeig mir deine Waren!"
unfreundlich,"Los, du fauler Sack, beeil dich mit dem Handel!"
unfreundlich,"Sag mir sofort, was du zu bieten hast, du nutzloser Trottel!"
unfreundlich,Welcher verdammte Idiot hat dich zum Händler gemacht?
unfreundlich,"Du mieser Penner, ich will bessere Preise sehen!"
unfreundlich,"Komm schon, du elender Versager, mach deine Arbeit!"
unfreundlich,"Hör auf zu sabbern, du ekelhafter Krüppel, und zeig mir deine Waren!"
unfreundlich,"Du stinkender Müllhaufen, deine Angebote sind lächerlich!"
unfreundlich,"Ich schwöre bei Notch, wenn du nicht besser wirst, gibt's Ärger!"
unfreundlich,"Zeig mir deine Waren, du abscheulicher Schuft, oder ich werde laut!"
unfreundlich,"Du dämlicher Tölpel, deine Preise sind eine Frechheit!"
unfreundlich,"Ich habe schon bessere Händler gesehen, du unwürdiger Wicht!"
unfreundlich,"Was bist du denn für ein erbärmlicher Wurm, zeig mir was anständiges!"
unfreundlich,"Du elender Tagedieb, deine Handelsangebote sind ein Witz!"
unfreundlich,"Ich habe mehr Respekt vor Creepern als vor dir, du Nichtsnutz!"
unfreundlich,"Zeig mir was Gescheites, du lächerlicher Schwachkopf, oder ich hau ab!"
unfreundlich,"Du fauler Sack, deine Waren sind den Dreck nicht wert, den ich aufhebe!"
unfreundlich,"Ich schwöre, wenn ich deine Preise sehe, werde ich zum Zombie und beiße dich!"
unfreundlich,"Du hässliche Kreatur, deine Angebote sind zum Davonlaufen!"
unfreundlich,Ich habe mehr Intelligenz in einem Eimer Wasser gefunden als in deinem Handelsangebot!
unfreundlich,"Zeig mir bessere Waren, du erbärmliche Gestalt, oder ich werde laut!"
unfreundlich,"Deine Preise sind so hoch wie meine Toleranz für dich, du armselige Kreatur!"
unfreundlich,"Du wirst nie ein guter Händler, du armseliger Wicht, also erspar uns die Zeit!"
unfreundlich,"Ich habe Ameisen gesehen, die klüger handeln als du, du hirnloser Trottel!"
freundlich,Hallo lieber Villager! Hast du heute tolle Angebote?
freundlich,"Guten Tag! Wie geht es dir heute, lieber Dorfbewohner?"
freundlich,"Schön dich zu sehen, lieber NPC! Magst du mir deine Waren zeigen?"
freundlich,Hallo! Du bist der beste Händler im ganzen Dorf!
freundlich,"Hey, lieber Villager! Bist du bereit für ein Geschäft mit mir?"
freundlich,"Guten Morgen! Ich hoffe, du hast heute viele gute Angebote."
freundlich,Hallo netter NPC! Deine Waren sind immer so interessant.
freundlich,Guten Tag! Kann ich heute etwas Besonderes von dir kaufen?
freundlich,"Hey, freut mich dich zu treffen! Zeig mir doch bitte deine Waren."
freundlich,Hallo lieber Dorfbewohner! Deine Trades sind immer fair.
freundlich,"Guten Morgen, lieber Villager! Hast du neue Waren für mich?"
freundlich,Schön dich zu sehen! Deine Angebote sind immer top!
freundlich,Hallo! Deine Waren sind die besten im ganzen Dorf!
freundlich,"Hey, wie schön dich zu treffen! Ich bin auf der Suche nach guten Geschäften."
freundlich,Guten Tag! Deine Trades machen mich immer glücklich.
freundlich,Hallo lieber NPC! Deine Waren sind echt klasse!
freundlich,Guten Morgen! Ich freue mich auf ein Geschäft mit dir.
freundlich,"Hey, du hast immer so schöne Waren im Angebot!"
freundlich,Hallo! Deine Trades sind unschlagbar gut!
freundlich,Guten Tag! Hast du heute besondere Angebote für mich?
freundlich,Hallo lieber Villager! Ich bin immer von deinen Waren begeistert.
freundlich,"Hey, schön dich zu sehen! Zeig mir bitte deine besten Waren."
freundlich,Guten Morgen! Deine Trades sind immer fair und interessant.
freundlich,Hallo netter NPC! Deine Waren sind wirklich einzigartig.
freundlich,"Guten Tag! Freue mich auf ein Geschäft mit dir, lieber Villager."
neutral,"Hallo, was hast du heute vor?"
neutral,Welche Materialien benötigst du?
neutral,Gibt es hier viele andere NPCs?
neutral,"Kannst du mir sagen, wo ich einen Händler finde?"
neutral,Hast du schon einmal einen Spieler getroffen?
neutral,Bist du ein Nachtschwärmer oder eher ein Frühaufsteher?
neutral,Was ist deine Meinung zu den aktuellen Handelspreisen?
neutral,"Gibt es hier besondere Regeln, an die ich mich halten sollte?"
neutral,Hast du viele Freunde in der Nähe?
neutral,Was hältst du von den Bauwerken in dieser Gegend?
neutral,"Kannst du mir zeigen, wo ich etwas essbares finde?"
neutral,"Was machst du, wenn du nicht hier bist?"
neutral,Schläfst du viel?
neutral,Hast du schon einmal einen Sturm erlebt?
neutral,Würdest du gerne einmal verreisen?
neutral,Bist du zufrieden mit deinem Leben hier?
unfreundlich,"Los, beeil dich und zeig mir deine Trades, du faules Stück Dreck!"
unfreundlich,"Wieso bist du so nutzlos, Villager? Gib mir endlich das, was ich will!"
unfreundlich,"Ich schwöre, wenn du nicht sofort besser wirst, zerstöre ich dich und baue dich neu auf!"
unfreundlich,"Wie kannst du so dumm sein, mir so einen Mist anzubieten?"
unfreundlich,"Deine Trades sind ein Witz, du elender Versager!"
unfreundlich,"Hör auf, meine Zeit zu verschwenden, du nutzloser Villager!"
unfreundlich,"Wenn ich deine Trades sehe, wird mir schlecht vor Verachtung!"
unfreundlich,"Du bist der schlechteste Villager, den ich je getroffen habe, und das will was heißen!"
unfreundlich,"Ich werde dich in den nächsten Creeper spucken, wenn du nicht endlich vernünftige Preise machst!"
unfreundlich,"Deine Trades sind so schlecht, dass selbst ein Zombie intelligenter handeln würde!"
unfreundlich,"Warum bist du so unfähig, mir das zu geben, was ich verlange?"
unfreundlich,"Ich kann nicht fassen, dass ich meine Zeit mit einem minderwertigen NPC wie dir verschwenden muss!"
unfreundlich,"Ich habe mehr Respekt vor einem Schwein als vor dir, du erbärmliches Geschöpf!"
unfreundlich,"Wenn ich deine Gesichter sehen könnte, würde ich vor Abscheu kotzen!"
unfreundlich,Deine Trades sind ein Schlag ins Gesicht für jeden vernünftigen Spieler!
unfreundlich,"Ich sollte dich in einen Käfig sperren und nie wieder rauslassen, du lächerliche Kreatur!"
unfreundlich,Wie bist du überhaupt zu einem Villager geworden? Du bist so nutzlos wie ein Sandkorn in der Wüste!
unfreundlich,"Ich bete zu Notch, dass du endlich besser wirst, du armseliges Stück Pixelmüll!"
unfreundlich,"Selbst ein Schwein hat mehr Klasse als du, du abscheulicher Villager!"
unfreundlich,"Wenn deine Trades ein Gegenstand wären, würde ich sie in die Lava werfen, wo sie hingehören!"
unfreundlich,"Ich sollte dich in die Tiefen des Ozeans werfen, damit niemand mehr von deiner Nutzlosigkeit belästigt wird!"
unfreundlich,"Ich wünschte, ich könnte dich einfach aus der Welt löschen, du elender Kreaturenversager!"
unfreundlich,"Deine Trades sind so unverschämt, dass selbst die Enderdrachen sich schämen würden, mit dir in Verbindung gebracht zu werden!"
unfreundlich,"Du bist so erbärmlich, dass selbst die Skelette über dich lachen würden, wenn sie könnten!"
freundlich,"Schön, dich hier zu sehen! Was hast du heute im Angebot?"
freundlich,"Hey, du fleißiger NPC! Zeig mir deine besten Trades!"
freundlich,Guten Tag! Kannst du mir vielleicht etwas Interessantes anbieten?
freundlich,Hallo freundlicher Dorfbewohner! Was treibt dich heute hierher?
freundlich,"Schön, dass du immer so zuverlässig hier bist! Welche Waren hast du für mich?"
freundlich,"Hallo! Ich hoffe, du hast genug Vorräte für mich."
freundlich,"Hey, kleiner Händler! Lass uns über deine Angebote reden."
freundlich,Guten Morgen! Was hast du heute Schönes für mich?
freundlich,Hallo! Ich bin auf der Suche nach einem guten Deal. Kannst du mir helfen?
freundlich,"Hallo, hallo! Zeig mir bitte deine besten Waren, lieber Villager."
freundlich,Guten Tag! Ich bin bereit für ein Geschäft. Bist du es auch?
freundlich,Hey du! Zeig mal her mit deinen Schätzen!
freundlich,"Hallo, mein Freund! Ich bin auf der Suche nach einem Handel."
freundlich,"Hey, du talentierter Händler! Lass uns über Geschäfte reden."
freundlich,Guten Tag! Bist du bereit für einen Handel mit mir?
freundlich,"Hallo, guter Villager! Zeig mir deine Waren."
freundlich,Guten Morgen! Welche Schätze hast du für mich?
freundlich,Hallo! Ich bin auf der Suche nach etwas Besonderem. Kannst du mir helfen?
freundlich,"Hey, hey! Zeig mir bitte deine besten Angebote."
freundlich,Guten Morgen! Bist du bereit für einen Handel?
freundlich,"Hallo, lieber Händler! Was hast du heute für mich?"
freundlich,Hey! Ich bin auf der Suche nach einem guten Geschäft. Hast du etwas für mich?
freundlich,Guten Tag! Ich freue mich auf einen Handel mit dir.
neutral,"Kannst du mir verraten, was du hier so machst?"
neutral,Wie lange arbeitest du schon in diesem Dorf?
neutral,"Hast du schon mal einen Spieler gesehen, der so aussieht wie ich?"
neutral,Gibt es hier noch andere NPCs wie dich?
neutral,"Ist es schwierig, hier zu leben?"
neutral,Hast du Familie oder Freunde hier im Dorf?
neutral,Machst du gerne Geschäfte mit den Spielern?
neutral,Hast du schon mal von einem Spieler namens Steve gehört?
neutral,Welche Materialien sammelst du gerne?
neutral,Wie findest du meinen Skin?
neutral,Hast du einen Lieblingsplatz hier in der Nähe?
neutral,Hast du schon mal ein Abenteuer erlebt?
neutral,"Wie lange dauert es, bis ein Tag hier vorbei ist?"
neutral,"Könntest du mir ein paar Tipps geben, wie ich besser im Spiel werde?"
neutral,Welche Geräusche hörst du hier am häufigsten?
neutral,Bist du ein Freund von Tieren im Spiel?
neutral,Könntest du mir etwas über die Pflanzen hier erzählen?
unfreundlich,"Hey, du dämlicher Villager, zeig mir deine besten Angebote!"
unfreundlich,"Mach schon, du faules Stück Elend, was hast du anzubieten?"
unfreundlich,"Los, du nutzloser NPC, beeil dich mit deinen Trades!"
unfreundlich,"Du unbrauchbarer Mistkerl, gib mir endlich das, was ich will!"
unfreundlich,"Komm schon, du elender Schuft, reiß dich zusammen und handel!"
unfreundlich,"Hey, du unfähiger Vollpfosten, beeil dich mit dem Tauschgeschäft!"
unfreundlich,"Zeig mir endlich deine Waren, du erbärmlicher Versager!"
unfreundlich,"Du armselige Kreatur, beeil dich mit dem Handel, bevor ich ausraste!"
unfreundlich,"Mach schon, du nutzloses Stück Dorfgesindel, ich habe keine Zeit zu verlieren!"
unfreundlich,"Hey, du erbärmlicher Wicht, beeil dich mit dem Handel, bevor ich sauer werde!"
unfreundlich,"Zeig mir endlich deine Angebote, du fauler Sack!"
unfreundlich,"Du unverschämter Halunke, gib mir endlich das, was ich verlange!"
unfreundlich,"Hey, du nutzloser Trottel, beeil dich mit dem Handel, sonst kracht's!"
unfreundlich,"Komm schon, du lächerlicher Krüppel, was hast du zu bieten?"
unfreundlich,"Du armseliger Tunichtgut, beeil dich mit dem Handel, oder es gibt Ärger!"
unfreundlich,"Hey, du nichtsnutziger Vollidiot, zeig mir endlich deine Waren!"
unfreundlich,"Mach schon, du ekelhafter Schuft, gib mir deine besten Trades!"
unfreundlich,"Los, du erbärmlicher Versager, beeil dich mit dem Handel!"
unfreundlich,"Du lächerlicher Wicht, zeig mir endlich, was du zu bieten hast!"
unfreundlich,"Hey, du nutzloser Tagedieb, handel endlich mit mir!"
unfreundlich,"Komm schon, du faules Stück Elend, zeig mir deine Waren!"
unfreundlich,"Zeig mir endlich deine Angebote, du erbärmlicher Taugenichts!"
unfreundlich,"Du unbrauchbares Stück Dorfgesindel, gib mir endlich das, was ich will!"
unfreundlich,"Hey, du dummer Villager, beeil dich mit dem Handel, oder ich werde sauer!"
unfreundlich,"Mach schon, du lächerlicher Trottel, was hast du anzubieten?"
freundlich,"Kannst du mir helfen, lieber Villager?"
freundlich,"Deine Trades sind immer so großzügig, vielen Dank!"
freundlich,"Ich mag es, wie freundlich du immer bist, lieber Villager."
freundlich,Guten Tag! Hast du neue Waren bekommen?
freundlich,"Es ist immer eine Freude, mit dir zu handeln, lieber Villager."
freundlich,"Du bist wirklich der beste Händler hier, lieber Villager!"
freundlich,"Wie schön, dich heute zu sehen, lieber Villager!"
freundlich,"Ich hoffe, dein Tag ist genauso wundervoll wie du, lieber Villager!"
freundlich,"Danke, dass du immer so geduldig mit mir bist, lieber Villager."
freundlich,Hallo! Gibt es heute besondere Angebote von dir?
freundlich,"Es ist toll, mit dir Geschäfte zu machen, lieber Villager!"
freundlich,"Deine Freundlichkeit macht meinen Tag gleich viel besser, lieber Villager."
freundlich,"Ich bewundere deinen Fleiß und deine Zuverlässigkeit, lieber Villager."
freundlich,Hallo lieber Villager! Dein Lächeln ist ansteckend.
freundlich,"Danke für deine Gastfreundschaft, lieber Villager!"
freundlich,"Es ist immer schön, dich zu besuchen, lieber Villager!"
freundlich,"Deine Trades sind fair und großzügig, lieber Villager. Vielen Dank!"
freundlich,Hallo! Hast du heute etwas Besonderes für mich?
freundlich,"Ich schätze deine Freundlichkeit und Hilfe sehr, lieber Villager."
freundlich,"Danke, dass du immer so zuvorkommend bist, lieber Villager."
freundlich,"Es ist immer eine Freude, mit dir zu sprechen, lieber Villager."
freundlich,"Du bist ein wahrer Schatz, lieber Villager. Danke für alles!"
neutral,Was hältst du von der aktuellen Situation hier?
neutral,Bist du ein guter Händler?
neutral,Welches Essen magst du am liebsten?
neutral,Hast du schon einmal eine Schatzkiste gefunden?
neutral,Gibt es hier viele Monster in der Nacht?
neutral,Was ist dein Lieblingsbauwerk im Dorf?
neutral,"Magst du es, Handel zu treiben?"
neutral,Hast du schon einmal einen Sonnenuntergang beobachtet?
neutral,Hast du einen besonderen Talisman?
neutral,Welche Pflanzen wachsen hier gut?
neutral,Was hältst du von der Idee eines Dorffestes?
neutral,Wie viel Erfahrung hast du im Handel?
unfreundlich,"Du verdammter Mistkerl, warum sind deine Angebote so schlecht?"
unfreundlich,"Komm schon, du elender Bastard, mach endlich vernünftige Geschäfte!"
unfreundlich,"Du erbärmlicher Wicht, deine Preise sind eine Frechheit!"
unfreundlich,"Hey, du kleines Scheusal, deine Handelswaren sind Müll!"
unfreundlich,"Du elendiger Loser, ich will bessere Deals sehen!"
unfreundlich,"Mach schon, du fauler Sack, deine Handelswaren sind Schrott!"
unfreundlich,"Hey, du dummer Vollidiot, deine Trades sind lächerlich!"
unfreundlich,"Beeil dich, du fauler Penner, deine Waren sind nichts wert!"
unfreundlich,"Du nutzloses Stück Dreck, deine Trades sind ein Witz!"
unfreundlich,"Hey, du verfluchter Trottel, deine Angebote sind ein Scherz!"
unfreundlich,"Komm schon, du armselige Kreatur, deine Waren sind minderwertig!"
unfreundlich,"Du erbärmlicher Versager, deine Geschäfte sind lächerlich!"
unfreundlich,"Hey, du lächerlicher Wicht, deine Preise sind lächerlich hoch!"
unfreundlich,"Du verfickter Idiot, deine Trades sind ein Schlag ins Gesicht!"
unfreundlich,"Mach schon, du fauler Hund, deine Waren sind Schrott!"
unfreundlich,"Hey, du elender Trottel, deine Angebote sind lächerlich!"
unfreundlich,"Du verdammter Bastard, deine Handelswaren sind Schrott!"
unfreundlich,"Komm schon, du nutzloser Schuft, deine Preise sind Wucher!"
unfreundlich,"Du erbärmlicher Wicht, deine Waren sind minderwertig!"
unfreundlich,"Hey, du dummer Narr, deine Geschäfte sind ein Witz!"
unfreundlich,"Du verdammter Versager, zeig mir vernünftige Trades!"
unfreundlich,"Mach schon, du faules Stück Dreck, deine Angebote sind ein Witz!"
unfreundlich,"Hey, du lächerlicher Tölpel, deine Preise sind unverschämt hoch!"
freundlich,"Hallo lieber Villager, hast du heute gute Angebote für mich?"
freundlich,"Guten Tag! Wie geht es dir, mein geschätzter Händler?"
freundlich,"Hallo, ich freue mich immer über deine freundliche Gesellschaft!"
freundlich,"Schönen Tag, lieber Villager! Was hast du Neues für mich?"
freundlich,"Hey, du liebevoller Villager! Zeig mir doch mal deine Waren!"
freundlich,Guten Morgen! Hast du heute Zeit für ein paar Geschäfte?
freundlich,"Hallo, alter Freund! Deine Trades sind immer top!"
freundlich,"Grüß dich, lieber Villager! Deine Handelsangebote sind super!"
freundlich,"Hey, lieber NPC! Deine Trades machen mir echt Freude!"
freundlich,"Schönen Tag, mein lieber Händler! Was gibt es Neues?"
freundlich,"Hallo, lieber Villager! Lass uns ein paar Sachen tauschen!"
freundlich,Guten Tag! Dein Lächeln bringt immer Freude in meinen Tag!
freundlich,"Hey, Freund! Deine Trades sind wie immer großartig!"
freundlich,"Hallo, lieber Villager! Ich schätze deine Handelskunst sehr!"
freundlich,"Hallo, mein geschätzter Händler! Deine Waren sind fantastisch!"
freundlich,"Guten Tag! Deine Fröhlichkeit ist ansteckend, lieber Villager!"
freundlich,"Hallo, lieber NPC! Lass uns zusammen handeln!"
freundlich,Guten Morgen! Deine Trades sind wie immer erstklassig!
freundlich,"Hallo, Händler! Ich schätze deine Gesellschaft sehr!"
freundlich,Guten Tag! Deine Handelsangebote sind ein Traum!
freundlich,"Hallo, lieber Villager! Danke für deine Geduld und Freundlichkeit!"
freundlich,"Hey, mein Freund! Deine Trades sind unschlagbar!"
freundlich,"Hallo, lieber Händler! Deine Waren sind wie für mich gemacht!"
freundlich,"Guten Morgen! Dein Lächeln erhellt meinen Tag, lieber Villager!"
neutral,"Kannst du mir sagen, wie ich zu dem nächsten Dorf komme?"
neutral,Bist du hier der einzige Händler?
neutral,"Gibt es hier eine Schmiede, die ich besuchen kann?"
neutral,"Wie lautet dein Name, lieber Villager?"
neutral,Was für Waren sind hier besonders beliebt?
neutral,"Hast du Familie, die auch im Dorf lebt?"
neutral,Könntest du mir den Weg zur nächsten Mine zeigen?
neutral,Hast du schon mit Abenteurern gehandelt?
neutral,Welche Pflanzen wachsen hier besonders gut?
neutral,Bist du mit den anderen Villagern hier befreundet?
neutral,"Hast du schon von den seltenen Blumen gehört, die in der Nähe wachsen?"
neutral,"Kannst du mir sagen, ob es in der Nähe eine magische Quelle gibt?"
neutral,Welche Jahreszeit möchtest du am liebsten?
neutral,Hast du schon von den Drachenbergen im Westen gehört?
neutral,"Könntest du mir ein paar Tipps geben, wie ich mich in dieser Gegend zurechtfinde?"
neutral,"Was ist dein Lieblingsgericht, lieber Villager?"
neutral,Hast du schon von den alten Ruinen im Osten des Dorfes gehört?
neutral,Kannst du mir etwas über die Gebräuche hier im Dorf erzählen?
unfreundlich,"Was willst du hier, du nutzloser Villager?"
unfreundlich,"Deine Trades sind ein Witz, du Versager!"
unfreundlich,"Los, beeil dich und zeig mir deine Waren, du faules Stück Dreck!"
unfreundlich,"Kannst du überhaupt etwas Nützliches tun, du erbärmlicher NPC?"
unfreundlich,"Sag mir endlich, was du verkaufst, du nutzloses Stück Scheiße!"
unfreundlich,Wieso machst du dir nicht endlich nützlich und zeigst mir deine verdammten Trades?
unfreundlich,"Du bist so nutzlos wie ein Sack voller Schimmel, du elender Versager!"
unfreundlich,"Ich will bessere Angebote sehen, du fauler Lappen!"
unfreundlich,"Hör auf, meine Zeit zu verschwenden, du unnützer Villager!"
unfreundlich,"Wenn deine Trades nicht besser werden, werde ich dich persönlich in die Tiefen des Ozeans werfen!"
unfreundlich,"Du bist so nutzlos wie ein Sandkorn in der Wüste, du erbärmlicher Wicht!"
unfreundlich,"Mach schon, zeig mir deine Waren, du nutzloser Trottel!"
unfreundlich,"Deine Trades sind ein schlechter Witz, du lächerlicher Dorfbewohner!"
unfreundlich,"Ich werde dich verfluchen, wenn du nicht endlich vernünftige Preise anbietest!"
unfreundlich,"Zeig mir deine Waren, du faules Stück elendes Nichts!"
unfreundlich,"Deine Trades sind so schlecht, dass selbst ein Schwein bessere Angebote machen würde!"
unfreundlich,"Ich habe bessere Gespräche mit einem Grasbüschel im Wald als mit dir, du armseliger NPC!"
unfreundlich,"Wenn du nicht gleich bessere Preise hast, werde ich dieses ganze Dorf niederbrennen!"
unfreundlich,"Du bist so nutzlos wie ein Loch im Kopf, du erbärmliche Kreatur!"
unfreundlich,"Mach schon, zeig mir deine verdammten Trades, du fauler Taugenichts!"
unfreundlich,"Ich brauche keine Zeitverschwendung, also beeil dich gefälligst, du nutzloser Villager!"
unfreundlich,"Deine Trades sind so schlecht, dass selbst ein Zombie intelligenter wäre als du, du lächerlicher Nichtsnutz!"
unfreundlich,"Ich werde dich in den Ofen stecken, wenn du nicht endlich vernünftige Preise hast, du erbärmlicher Dorfbewohner!"
unfreundlich,"Du bist so unfähig, dass selbst ein Esel klüger wäre als du, du armselige Kreatur!"
unfreundlich,"Hör auf, meine Geduld zu strapazieren, du nutzloser Haufen Elend!"
freundlich,"Hallo lieber Villager, hast du heute besondere Angebote?"
freundlich,"Schönen Tag noch, Villager! Zeig mir doch bitte deine Waren."
freundlich,"Hey, ich mag deine positive Einstellung! Was hast du heute für mich?"
freundlich,"Wie schön, dich zu sehen! Welche Schätze hast du für mich?"
freundlich,Grüße! Deine Handelsangebote sind immer top.
freundlich,"Guten Morgen, Villager! Lass uns handeln, ich freue mich schon."
freundlich,"Hey, du bist der Beste! Zeig mir deine besten Deals."
